device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_validity
470256869,6408146640,"(0.49580931663513184, 0.4885566830635071)","(1.276612639427185, 128.04090881347656, 40.749755859375)",1,4.0003662109375,1,"(-27.9063720703125, 0.8350943326950073, 641.4578247070312)","(0.5663506984710693, 0.48278728127479553, 0.48413026332855225)",1,"(0.5201505422592163, 0.5359159708023071)","(9.856512069702148, 119.2171630859375, 37.5381965637207)",1,3.69464111328125,1,"(30.300994873046875, -3.156773328781128, 638.1331176757812)","(0.43648141622543335, 0.49623116850852966, 0.47771984338760376)",1
470273523,6408163293,"(0.49548590183258057, 0.48532143235206604)","(1.162619709968567, 128.64370727539062, 40.969093322753906)",1,4.0023040771484375,1,"(-27.863283157348633, 0.860194981098175, 641.672119140625)","(0.5662336945533752, 0.482714980840683, 0.4845546782016754)",1,"(0.5211499333381653, 0.5299233198165894)","(10.208791732788086, 120.33370208740234, 37.94451141357422)",1,3.68609619140625,1,"(30.35552978515625, -3.1382997035980225, 638.34326171875)","(0.4363813102245331, 0.496174156665802, 0.47814464569091797)",1
470290178,6408179948,"(0.4971149265766144, 0.4827287197113037)","(1.7368297576904297, 129.1267547607422, 41.1449089050293)",1,3.993972778320313,1,"(-27.81031036376953, 0.8612349033355713, 641.5809936523438)","(0.5661245584487915, 0.48271286487579346, 0.48436805605888367)",1,"(0.5220553278923035, 0.5324074029922485)","(10.527935028076172, 119.87088775634766, 37.77605056762695)",1,3.6854095458984375,1,"(30.392120361328125, -3.1418325901031494, 638.2484741210938)","(0.43628937005996704, 0.4961871802806854, 0.4779588580131531)",1
470306833,6408196603,"(0.4954336881637573, 0.4815431237220764)","(1.1442171335220337, 129.34765625, 41.225337982177734)",1,4.001556396484375,1,"(-27.757373809814453, 0.8317439556121826, 641.607177734375)","(0.5660048723220825, 0.4828019142150879, 0.48441576957702637)",1,"(0.5238310694694519, 0.5321400761604309)","(11.153833389282227, 119.9206771850586, 37.79420852661133)",1,3.683883666992188,1,"(30.441314697265625, -3.1793134212493896, 638.2706298828125)","(0.4361823797225952, 0.49629998207092285, 0.4780081808567047)",1
470323487,6408213257,"(0.4974046051502228, 0.4910508096218109)","(1.8389264345169067, 127.57624053955078, 40.58060073852539)",1,4.0055999755859375,1,"(-27.7069091796875, 0.8042594194412231, 641.8591918945312)","(0.5658689141273499, 0.48288601636886597, 0.4849149286746979)",1,"(0.524466335773468, 0.5226197838783264)","(11.377760887145996, 121.6944351196289, 38.4398193359375)",1,3.695648193359375,1,"(30.50817108154297, -3.224360227584839, 638.5177612304688)","(0.4360600709915161, 0.4964321553707123, 0.47850868105888367)",1
470340142,6408229912,"(0.5012077689170837, 0.4885501265525818)","(3.179457187652588, 128.04217529296875, 40.750160217285156)",1,4.019012451171875,1,"(-27.719125747680664, 0.7822988033294678, 641.6956176757812)","(0.5659121870994568, 0.4829500615596771, 0.48458898067474365)",1,"(0.5248940587043762, 0.5148829221725464)","(11.528542518615723, 123.13594818115234, 38.964500427246094)",1,3.696945190429688,1,"(30.486587524414062, -3.2585794925689697, 638.3557739257812)","(0.436091810464859, 0.4965363144874573, 0.4781833589076996)",1
470356797,6408246566,"(0.5027614831924438, 0.48653551936149597)","(3.727140426635742, 128.41751098632812, 40.88677978515625)",1,4.029708862304688,1,"(-27.718650817871094, 0.7580481767654419, 641.730712890625)","(0.5659081935882568, 0.48302218317985535, 0.4846590459346771)",1,"(0.5201999545097351, 0.5191084742546082)","(9.873919486999512, 122.34867095947266, 38.67794418334961)",1,3.6933746337890634,1,"(30.49664306640625, -3.2909538745880127, 638.39013671875)","(0.4360736310482025, 0.4966326057910919, 0.4782533049583435)",1
470373451,6408263220,"(0.4975350797176361, 0.49668776988983154)","(1.884940505027771, 126.52599334716797, 40.19831848144531)",1,4.0265960693359375,1,"(-27.7349853515625, 0.7611799836158752, 641.6173095703125)","(0.565955400466919, 0.483011931180954, 0.4844338297843933)",1,"(0.5189615488052368, 0.5227787494659424)","(9.437414169311523, 121.66483306884766, 38.429012298583984)",1,3.7065277099609375,1,"(30.47309112548828, -3.2946300506591797, 638.2783203125)","(0.43611451983451843, 0.4966448247432709, 0.4780275821685791)",1
470390106,6408279875,"(0.49541109800338745, 0.49126383662223816)","(1.1362676620483398, 127.53655242919922, 40.566123962402344)",1,4.0253753662109375,1,"(-27.75360870361328, 0.7541218996047974, 641.6885986328125)","(0.5659900903701782, 0.4830327033996582, 0.48457789421081543)",1,"(0.5240544080734253, 0.5193281173706055)","(11.232552528381348, 122.3077621459961, 38.66301345825195)",1,3.7036285400390634,1,"(30.462692260742188, -3.304718017578125, 638.3509521484375)","(0.43614572286605835, 0.49667343497276306, 0.4781718850135803)",1
470406761,6408296529,"(0.4952544867992401, 0.48821529746055603)","(1.0810467004776, 128.10452270507812, 40.77288818359375)",1,4.04132080078125,1,"(-27.75421714782715, 0.763772189617157, 641.8303833007812)","(0.5659776329994202, 0.48300471901893616, 0.4848613142967224)",1,"(0.5242813229560852, 0.5221838355064392)","(11.312562942504883, 121.77568054199219, 38.4693603515625)",1,3.721847534179688,1,"(30.47368621826172, -3.29651141166687, 638.4922485351562)","(0.43613603711128235, 0.49664685130119324, 0.4784550666809082)",1
470423415,6408313183,"(0.4962620139122009, 0.49426916241645813)","(1.4361754655838013, 126.97662353515625, 40.36236572265625)",1,4.040542602539063,1,"(-27.76569366455078, 0.8208099007606506, 641.9695434570312)","(0.5659887194633484, 0.48283588886260986, 0.48514050245285034)",1,"(0.5247243642807007, 0.52333664894104)","(11.468717575073242, 121.56089782714844, 38.39118194580078)",1,3.723342895507813,1,"(30.472946166992188, -3.238447666168213, 638.6317749023438)","(0.436151385307312, 0.4964713454246521, 0.4787331521511078)",1
470440070,6408329838,"(0.49852728843688965, 0.4920373260974884)","(2.234661340713501, 127.39242553710938, 40.513702392578125)",1,4.046157836914063,1,"(-27.787485122680664, 0.8740252256393433, 641.9857177734375)","(0.5660345554351807, 0.4826776087284088, 0.4851748049259186)",1,"(0.5291987061500549, 0.5265080332756042)","(13.045841217041016, 120.97000122070312, 38.1761360168457)",1,3.72393798828125,1,"(30.450584411621094, -3.1804187297821045, 638.6495971679688)","(0.4362020492553711, 0.4962974190711975, 0.4787661135196686)",1
470456725,6408346493,"(0.497966468334198, 0.4866698682308197)","(2.0369791984558105, 128.3924560546875, 40.87770080566406)",1,4.0538330078125,1,"(-27.80487823486328, 0.9232249855995178, 642.0000610351562)","(0.5660709738731384, 0.4825313091278076, 0.48520520329475403)",1,"(0.5292800664901733, 0.5385379195213318)","(13.074533462524414, 118.7286605834961, 37.3603401184082)",1,3.743438720703125,1,"(30.43244171142578, -3.1264634132385254, 638.6655883789062)","(0.4362432360649109, 0.49613577127456665, 0.47879576683044434)",1
470473380,6408363147,"(0.4966185390949249, 0.49002519249916077)","(1.5618761777877808, 127.76731872558594, 40.65011215209961)",1,4.0589141845703125,1,"(-27.81890869140625, 0.9503551125526428, 642.014892578125)","(0.5661002397537231, 0.48245057463645935, 0.4852360785007477)",1,"(0.5306966304779053, 0.5320593118667603)","(13.573872566223145, 119.93572998046875, 37.7996711730957)",1,3.754730224609375,1,"(30.420448303222656, -3.098177909851074, 638.6812744140625)","(0.4362711012363434, 0.4960508346557617, 0.4788256883621216)",1
470490034,6408379801,"(0.4996027648448944, 0.49588853120803833)","(2.6137781143188477, 126.67489624023438, 40.252479553222656)",1,4.060882568359375,1,"(-27.828380584716797, 0.9964026808738708, 641.853271484375)","(0.5661359429359436, 0.4823128283023834, 0.48491406440734863)",1,"(0.5295984745025635, 0.5213785767555237)","(13.186793327331543, 121.92568969726562, 38.52396774291992)",1,3.7518157958984375,1,"(30.401077270507812, -3.053666114807129, 638.5205078125)","(0.43629640340805054, 0.4959200918674469, 0.47850218415260315)",1
470506689,6408396455,"(0.498507559299469, 0.49513518810272217)","(2.227722406387329, 126.81525421142578, 40.3035774230957)",1,4.064208984375,1,"(-27.79172134399414, 1.0160415172576904, 642.0584716796875)","(0.5660343170166016, 0.4822567403316498, 0.48532092571258545)",1,"(0.530128538608551, 0.5170788168907166)","(13.373615264892578, 122.72682189941406, 38.8155517578125)",1,3.749832153320313,1,"(30.45465850830078, -3.0369150638580322, 638.7215576171875)","(0.43619757890701294, 0.495868444442749, 0.47890880703926086)",1
470523344,6408413110,"(0.49444815516471863, 0.4895976483821869)","(0.7968431115150452, 127.84697723388672, 40.679107666015625)",1,4.069839477539063,1,"(-27.76154327392578, 1.0590400695800781, 642.0477905273438)","(0.5659674406051636, 0.4821299910545349, 0.48529723286628723)",1,"(0.5307963490486145, 0.5183036923408508)","(13.608987808227539, 122.49860382080078, 38.73251724243164)",1,3.74652099609375,1,"(30.48297882080078, -2.994624614715576, 638.7079467773438)","(0.4361318349838257, 0.4957433044910431, 0.47888392210006714)",1
470539998,6408429764,"(0.4967113435268402, 0.4910116195678711)","(1.594581961631775, 127.5835189819336, 40.58327102661133)",1,4.0690765380859375,1,"(-27.73361587524414, 1.1069985628128052, 642.0992431640625)","(0.5658994913101196, 0.4819888174533844, 0.48539769649505615)",1,"(0.5264085531234741, 0.5165002346038818)","(12.062365531921387, 122.83460998535156, 38.854820251464844)",1,3.7368316650390634,1,"(30.51587677001953, -2.9491817951202393, 638.7562255859375)","(0.4360624849796295, 0.4956079125404358, 0.4789830446243286)",1
470556653,6408446419,"(0.49897316098213196, 0.4955123960971832)","(2.391810655593872, 126.74497985839844, 40.278076171875)",1,4.072677612304688,1,"(-27.716981887817383, 1.1392757892608643, 642.33642578125)","(0.5658391714096069, 0.4818950593471527, 0.485870361328125)",1,"(0.5236660242080688, 0.5244057774543762)","(11.095650672912598, 121.36170959472656, 38.318702697753906)",1,3.75628662109375,1,"(30.5556640625, -2.9168407917022705, 638.9906005859375)","(0.4359978139400482, 0.4955090582370758, 0.4794548451900482)",1
470573308,6408463073,"(0.4994431138038635, 0.4945707619190216)","(2.557483673095703, 126.92041778564453, 40.34191131591797)",1,4.078338623046875,1,"(-27.737472534179688, 1.1338318586349487, 642.2322387695312)","(0.5658947825431824, 0.48190999031066895, 0.4856639504432678)",1,"(0.5257814526557922, 0.5297229290008545)","(11.841353416442871, 120.37103271484375, 37.95810317993164)",1,3.770309448242188,1,"(30.52777099609375, -2.9180333614349365, 638.8884887695312)","(0.43604934215545654, 0.495513379573822, 0.47924816608428955)",1
470589962,6408479727,"(0.49714231491088867, 0.49716344475746155)","(1.746503472328186, 126.43734741210938, 40.16608428955078)",1,4.067398071289063,1,"(-27.734615325927734, 1.1194202899932861, 642.052490234375)","(0.5659059882164001, 0.48195165395736694, 0.48530444502830505)",1,"(0.5286737680435181, 0.5299365520477295)","(12.860833168029785, 120.33121490478516, 37.94363021850586)",1,3.760101318359375,1,"(30.518173217773438, -2.9284603595733643, 638.7088623046875)","(0.4360518157482147, 0.4955469071865082, 0.4788884222507477)",1
470606617,6408496382,"(0.5010378360748291, 0.49705737829208374)","(3.1195969581604004, 126.4571304321289, 40.17323303222656)",1,4.063888549804688,1,"(-27.707307815551758, 1.1176962852478027, 642.1290893554688)","(0.5658379793167114, 0.48195797204971313, 0.48545506596565247)",1,"(0.5289459228515625, 0.5316497683525085)","(12.95672607421875, 120.01203155517578, 37.82745361328125)",1,3.748458862304688,1,"(30.553497314453125, -2.9318346977233887, 638.782470703125)","(0.4359807074069977, 0.4955568015575409, 0.47903895378112793)",1
470623272,6408513037,"(0.5044878125190735, 0.49158161878585815)","(4.3356475830078125, 127.47736358642578, 40.5445556640625)",1,4.0699005126953125,1,"(-27.654132843017578, 1.1715894937515259, 641.7257080078125)","(0.5657573938369751, 0.48179692029953003, 0.48464465141296387)",1,"(0.5295827388763428, 0.5216504335403442)","(13.181207656860352, 121.87506866455078, 38.50553512573242)",1,3.7456207275390634,1,"(30.573341369628906, -2.880352020263672, 638.375244140625)","(0.43589165806770325, 0.49540984630584717, 0.47822681069374084)",1
470639926,6408529690,"(0.5024256110191345, 0.49679890275001526)","(3.608755350112915, 126.50529479980469, 40.19081497192383)",1,4.067047119140625,1,"(-27.558696746826172, 1.2442059516906738, 641.854736328125)","(0.5655313730239868, 0.48158490657806396, 0.48489466309547424)",1,"(0.5282435417175293, 0.5306782722473145)","(12.709178924560547, 120.19303131103516, 37.893333435058594)",1,3.7491302490234375,1,"(30.678199768066406, -2.815887928009033, 638.4947509765625)","(0.4356684386730194, 0.49521857500076294, 0.47847509384155273)",1
470656581,6408546345,"(0.5012292265892029, 0.4976753294467926)","(3.187028646469116, 126.34197998046875, 40.131378173828125)",1,4.059829711914063,1,"(-27.479663848876953, 1.2912428379058838, 642.140625)","(0.565327525138855, 0.4814494848251343, 0.48545923829078674)",1,"(0.5254647731781006, 0.5419004559516907)","(11.729716300964355, 118.1021728515625, 37.13230895996094)",1,3.73248291015625,1,"(30.779708862304688, -2.7771408557891846, 638.772216796875)","(0.435470312833786, 0.4951017200946808, 0.47903868556022644)",1
470673236,6408562999,"(0.49738895893096924, 0.49284929037094116)","(1.8334139585494995, 127.24116516113281, 40.45862579345703)",1,4.061767578125,1,"(-27.481029510498047, 1.2726919651031494, 641.873779296875)","(0.5653563141822815, 0.48150259256362915, 0.48492613434791565)",1,"(0.5271785855293274, 0.5397635698318481)","(12.333780288696289, 118.50030517578125, 37.27720260620117)",1,3.729644775390625,1,"(30.747589111328125, -2.8009140491485596, 638.5073852539062)","(0.4355141818523407, 0.4951755404472351, 0.47850683331489563)",1
470689890,6408579653,"(0.4957309365272522, 0.49157190322875977)","(1.2489991188049316, 127.47915649414062, 40.54523468017578)",1,4.065460205078125,1,"(-27.464515686035156, 1.2083759307861328, 642.0538330078125)","(0.5653036832809448, 0.4816949963569641, 0.48528429865837097)",1,"(0.5291226506233215, 0.5271547436714172)","(13.019033432006836, 120.84952545166016, 38.13225555419922)",1,3.7442474365234375,1,"(30.77324676513672, -2.8769869804382324, 638.6864013671875)","(0.4354776442050934, 0.4954005479812622, 0.4788675606250763)",1
470706545,6408596308,"(0.5000854730606079, 0.48774775862693787)","(2.7838947772979736, 128.19161987304688, 40.80461120605469)",1,4.065765380859375,1,"(-27.4704647064209, 1.1736150979995728, 642.0899047851562)","(0.5653141140937805, 0.4817981421947479, 0.4853566884994507)",1,"(0.5313994288444519, 0.518389880657196)","(13.821556091308594, 122.48255920410156, 38.726619720458984)",1,3.753204345703125,1,"(30.769454956054688, -2.9193427562713623, 638.7232666015625)","(0.43549102544784546, 0.49552619457244873, 0.47894129157066345)",1
470723200,6408612962,"(0.49969619512557983, 0.4937540888786316)","(2.6466927528381348, 127.07254028320312, 40.39730453491211)",1,4.07135009765625,1,"(-27.458248138427734, 1.1479237079620361, 641.9718627929688)","(0.5652986764907837, 0.48187389969825745, 0.4851197600364685)",1,"(0.5333728790283203, 0.5247583985328674)","(14.517172813415527, 121.2960205078125, 38.294776916503906)",1,3.733810424804688,1,"(30.768646240234375, -2.946319818496704, 638.6050415039062)","(0.43548065423965454, 0.495608389377594, 0.4787053167819977)",1
470739855,6408629617,"(0.49567538499832153, 0.500095009803772)","(1.2294138669967651, 125.89115905761719, 39.9672737121582)",1,4.074432373046875,1,"(-27.411104202270508, 1.1298638582229614, 642.19677734375)","(0.5651728510856628, 0.481930136680603, 0.4855649471282959)",1,"(0.5302061438560486, 0.5345056056976318)","(13.400952339172363, 119.47994995117188, 37.633766174316406)",1,3.738372802734375,1,"(30.834884643554688, -2.9661383628845215, 638.824951171875)","(0.43535661697387695, 0.49566593766212463, 0.4791511297225952)",1
470756509,6408646271,"(0.4978894889354706, 0.4968763291835785)","(2.009847402572632, 126.49083709716797, 40.185550689697266)",1,4.07244873046875,1,"(-27.375410079956055, 1.1317788362503052, 642.3671264648438)","(0.5650773048400879, 0.48192647099494934, 0.485902339220047)",1,"(0.5268804430961609, 0.5330836176872253)","(12.228694915771484, 119.74488830566406, 37.73019790649414)",1,3.7546234130859375,1,"(30.889938354492188, -2.964122772216797, 638.99072265625)","(0.43525129556655884, 0.49565890431404114, 0.4794875383377075)",1
470773164,6408662925,"(0.49823662638664246, 0.48270612955093384)","(2.1322338581085205, 129.1309356689453, 41.14651107788086)",1,4.0762481689453125,1,"(-27.379518508911133, 1.143884539604187, 642.2953491210938)","(0.5650929808616638, 0.4818900227546692, 0.48575928807258606)",1,"(0.5295663475990295, 0.5173563957214355)","(13.175469398498535, 122.67509460449219, 38.79673385620117)",1,3.754837036132813,1,"(30.883865356445312, -2.9484875202178955, 638.9192504882812)","(0.43525686860084534, 0.4956131875514984, 0.47934412956237793)",1
470789819,6408679580,"(0.4969470798969269, 0.48003703355789185)","(1.6776834726333618, 129.6282501220703, 41.3275146484375)",1,4.074005126953125,1,"(-27.359773635864258, 1.1778377294540405, 642.1825561523438)","(0.5650591850280762, 0.48178917169570923, 0.48553234338760376)",1,"(0.5300901532173157, 0.5121693015098572)","(13.360071182250977, 123.64156341552734, 39.14848327636719)",1,3.7523345947265625,1,"(30.8953857421875, -2.912794351577759, 638.8046264648438)","(0.4352179169654846, 0.4955087900161743, 0.4791158437728882)",1
470806473,6408696234,"(0.502325713634491, 0.4838196337223053)","(3.5735418796539307, 128.9235076904297, 41.07099151611328)",1,4.085601806640625,1,"(-27.349822998046875, 1.1870880126953125, 642.0302124023438)","(0.5650513172149658, 0.48176100850105286, 0.48522716760635376)",1,"(0.5292815566062927, 0.5163248777389526)","(13.075067520141602, 122.86730194091797, 38.866676330566406)",1,3.763015747070313,1,"(30.8907470703125, -2.9012298583984375, 638.6519165039062)","(0.43521156907081604, 0.49547645449638367, 0.47881031036376953)",1
470823128,6408712888,"(0.5030274987220764, 0.48852667212486267)","(3.8209121227264404, 128.04652404785156, 40.751792907714844)",1,4.0882720947265625,1,"(-27.33092498779297, 1.180073857307434, 641.8688354492188)","(0.5650246739387512, 0.4817812144756317, 0.4849030673503876)",1,"(0.5308902859687805, 0.5115192532539368)","(13.642119407653809, 123.76264953613281, 39.19255828857422)",1,3.7696533203125,1,"(30.893081665039062, -2.9045250415802, 638.4898071289062)","(0.4351888597011566, 0.4954887628555298, 0.47848668694496155)",1
470839783,6408729543,"(0.49671661853790283, 0.4883345365524292)","(1.5964341163635254, 128.0823211669922, 40.76478576660156)",1,4.0829620361328125,1,"(-27.300451278686523, 1.1644258499145508, 641.8284912109375)","(0.5649610161781311, 0.4818281829357147, 0.48481982946395874)",1,"(0.5331499576568604, 0.5087188482284546)","(14.438593864440918, 124.28437805175781, 39.38249588012695)",1,3.7666168212890634,1,"(30.91106414794922, -2.917945384979248, 638.44775390625)","(0.4351443648338318, 0.4955298900604248, 0.47840455174446106)",1
470856437,6408746197,"(0.49605315923690796, 0.4816138446331024)","(1.3625762462615967, 129.33448791503906, 41.22053909301758)",1,4.081832885742188,1,"(-27.27460479736328, 1.1361029148101807, 641.8719482421875)","(0.5648999810218811, 0.48191314935684204, 0.48490428924560547)",1,"(0.5338600277900696, 0.5126440525054932)","(14.688888549804688, 123.55303955078125, 39.116329193115234)",1,3.762451171875,1,"(30.931503295898438, -2.945166826248169, 638.4898681640625)","(0.43510374426841736, 0.4956110119819641, 0.4784909784793854)",1
470873092,6408762852,"(0.4985466003417969, 0.4883230924606323)","(2.241481065750122, 128.08445739746094, 40.765560150146484)",1,4.082489013671875,1,"(-27.245365142822266, 1.1285195350646973, 642.0159301757812)","(0.5648214817047119, 0.48193731904029846, 0.4851895868778229)",1,"(0.533515453338623, 0.5190194249153137)","(14.567410469055176, 122.3652572631836, 38.683998107910156)",1,3.750640869140625,1,"(30.967124938964844, -2.953125476837158, 638.6312866210938)","(0.4350395202636719, 0.495633602142334, 0.47877684235572815)",1
470889747,6408779507,"(0.49763649702072144, 0.49042364954948425)","(1.920673131942749, 127.69310760498047, 40.62312316894531)",1,4.084136962890625,1,"(-27.227066040039062, 1.1271381378173828, 642.3629150390625)","(0.5647481679916382, 0.48194411396980286, 0.48588135838508606)",1,"(0.5353755950927734, 0.5215734839439392)","(15.22311019897461, 121.8893814086914, 38.51077651977539)",1,3.7520904541015625,1,"(31.008255004882812, -2.9547390937805176, 638.9760131835938)","(0.4349849224090576, 0.4956342875957489, 0.4794694781303406)",1
470906401,6408796161,"(0.49723535776138306, 0.49068325757980347)","(1.7792528867721558, 127.64472961425781, 40.60554122924805)",1,4.083908081054688,1,"(-27.237398147583008, 1.1292554140090942, 642.4737548828125)","(0.564760684967041, 0.48193827271461487, 0.48610377311706543)",1,"(0.5388124585151672, 0.5200036764144897)","(16.434532165527344, 122.18187713623047, 38.61722946166992)",1,3.761688232421875,1,"(31.003265380859375, -2.952615737915039, 639.0878295898438)","(0.43500816822052, 0.49562615156173706, 0.47969236969947815)",1
470923056,6408812816,"(0.5001482367515564, 0.4973783493041992)","(2.8060102462768555, 126.39732360839844, 40.15150833129883)",1,4.08966064453125,1,"(-27.233661651611328, 1.1441951990127563, 642.4552612304688)","(0.5647537708282471, 0.48189395666122437, 0.4860665202140808)",1,"(0.5383297801017761, 0.5168527364730835)","(16.26441192626953, 122.76893615722656, 38.8309440612793)",1,3.758636474609375,1,"(31.002952575683594, -2.9368181228637695, 639.069091796875)","(0.4350064992904663, 0.495579332113266, 0.47965478897094727)",1
470939711,6408829471,"(0.5052294135093689, 0.4848226010799408)","(4.597079753875732, 128.73663330078125, 41.002967834472656)",1,4.085845947265625,1,"(-27.203529357910156, 1.1573278903961182, 642.693603515625)","(0.5646641850471497, 0.48185738921165466, 0.486540287733078)",1,"(0.5351782441139221, 0.5184236764907837)","(15.153552055358887, 122.47624969482422, 38.7243537902832)",1,3.7561187744140634,1,"(31.051834106445312, -2.921752691268921, 639.303955078125)","(0.43492233753204346, 0.49553224444389343, 0.480128675699234)",1
470956365,6408846125,"(0.503117561340332, 0.4789004921913147)","(3.8526926040649414, 129.83999633789062, 41.40456771850586)",1,4.072235107421875,1,"(-27.16861915588379, 1.1868548393249512, 642.6988525390625)","(0.5645856261253357, 0.4817708730697632, 0.4865478575229645)",1,"(0.5340059399604797, 0.5176337957382202)","(14.740339279174805, 122.62342071533203, 38.77789306640625)",1,3.760467529296875,1,"(31.089370727539062, -2.8921303749084473, 639.3056640625)","(0.4348379969596863, 0.49544498324394226, 0.48013538122177124)",1
470973020,6408862780,"(0.504978597164154, 0.4823804497718811)","(4.50864315032959, 129.19163513183594, 41.16853713989258)",1,4.071380615234375,1,"(-27.18517303466797, 1.2024286985397339, 642.3924560546875)","(0.5646508932113647, 0.48172226548194885, 0.4859369993209839)",1,"(0.5343307852745056, 0.5271504521369934)","(14.854833602905273, 120.8503189086914, 38.132568359375)",1,3.756149291992188,1,"(31.04962921142578, -2.873741388320923, 639.00146484375)","(0.43489348888397217, 0.4953935742378235, 0.4795236885547638)",1
470989675,6408879434,"(0.5086780190467834, 0.48410332202911377)","(5.812628269195557, 128.8706512451172, 41.05168533325195)",1,4.083404541015625,1,"(-27.21642303466797, 1.1836298704147339, 642.6839599609375)","(0.5646932125091553, 0.4817790687084198, 0.4865221083164215)",1,"(0.5359795689582825, 0.5318984389305115)","(15.436009407043457, 119.96569061279297, 37.81057357788086)",1,3.7496185302734375,1,"(31.04071044921875, -2.8856515884399414, 639.2951049804688)","(0.4349455237388611, 0.4954245388507843, 0.48010948300361633)",1
471006330,6408896089,"(0.5038230419158936, 0.49191924929618835)","(4.101340293884277, 127.41443634033203, 40.52169418334961)",1,4.081314086914063,1,"(-27.28752326965332, 1.1363060474395752, 642.5348510742188)","(0.5648661255836487, 0.4819164574146271, 0.4862299859523773)",1,"(0.5399143099784851, 0.5196718573570251)","(16.822925567626953, 122.24366760253906, 38.639747619628906)",1,3.74847412109375,1,"(30.95861053466797, -2.9267356395721436, 639.1532592773438)","(0.4351145327091217, 0.4955468475818634, 0.4798184931278229)",1
471022984,6408912743,"(0.5038372874259949, 0.498839795589447)","(4.106372356414795, 126.12503051757812, 40.05241394042969)",1,4.09259033203125,1,"(-27.352935791015625, 1.0554314851760864, 642.27685546875)","(0.5650373697280884, 0.4821528196334839, 0.48571985960006714)",1,"(0.5378057360649109, 0.5205461382865906)","(16.07970428466797, 122.08077239990234, 38.580467224121094)",1,3.7530517578125,1,"(30.878616333007812, -2.9975574016571045, 638.90185546875)","(0.43526774644851685, 0.49575963616371155, 0.4793093204498291)",1
471039639,6408929398,"(0.5075328946113586, 0.496966689825058)","(5.4090046882629395, 126.47402954101562, 40.17938232421875)",1,4.092788696289063,1,"(-27.37386703491211, 0.9897133111953735, 642.2272338867188)","(0.5650898218154907, 0.4823468029499054, 0.48562219738960266)",1,"(0.5356024503707886, 0.5209824442863464)","(15.303096771240234, 121.99952697753906, 38.550846099853516)",1,3.75628662109375,1,"(30.855972290039062, -3.052116870880127, 638.8544311523438)","(0.435314416885376, 0.49592238664627075, 0.4792128801345825)",1
471056294,6408946053,"(0.5040603876113892, 0.48146724700927734)","(4.184992790222168, 129.36181640625, 41.23044967651367)",1,4.072677612304688,1,"(-27.410707473754883, 0.9067687392234802, 642.1053466796875)","(0.5651848316192627, 0.48259106278419495, 0.4853816032409668)",1,"(0.5383167266845703, 0.524170994758606)","(16.25980567932129, 121.40544891357422, 38.33464050292969)",1,3.74420166015625,1,"(30.809226989746094, -3.125155448913574, 638.7367553710938)","(0.4354078471660614, 0.4961407780647278, 0.47897398471832275)",1
471072948,6408962707,"(0.5012567043304443, 0.479836106300354)","(3.1967601776123047, 129.66571044921875, 41.341102600097656)",1,4.071304321289063,1,"(-27.442155838012695, 0.8875288367271423, 641.9609375)","(0.565268874168396, 0.48264652490615845, 0.4850955903530121)",1,"(0.5409709811210632, 0.5258670449256897)","(17.19539451599121, 121.08943176269531, 38.219627380371094)",1,3.739456176757813,1,"(30.76500701904297, -3.135532855987549, 638.595947265625)","(0.4354918301105499, 0.49617278575897217, 0.4786885976791382)",1
471089603,6408979362,"(0.5040813088417053, 0.48548728227615356)","(4.19236421585083, 128.61279296875, 40.9578857421875)",1,4.0765380859375,1,"(-27.492565155029297, 0.9205865263938904, 641.9183349609375)","(0.5653843879699707, 0.48254692554473877, 0.4850148856639862)",1,"(0.5390074849128723, 0.5131134986877441)","(16.50328254699707, 123.46561431884766, 39.08447265625)",1,3.7386474609375,1,"(30.71306610107422, -3.093873977661133, 638.5576171875)","(0.4356030523777008, 0.4960477650165558, 0.47860658168792725)",1
471106258,6408996017,"(0.5067968368530273, 0.48878639936447144)","(5.149552345275879, 127.99810028076172, 40.734188079833984)",1,4.0767974853515625,1,"(-27.52019500732422, 0.9752417802810669, 641.95703125)","(0.5654410719871521, 0.4823843240737915, 0.4850948452949524)",1,"(0.5322111248970032, 0.5229525566101074)","(14.107691764831543, 121.63245391845703, 38.417259216308594)",1,3.736297607421875,1,"(30.693527221679688, -3.0291683673858643, 638.597900390625)","(0.43564972281455994, 0.49585360288619995, 0.47868457436561584)",1
471122912,6409012671,"(0.5038472414016724, 0.48609668016433716)","(4.109857082366943, 128.49925231933594, 40.916568756103516)",1,4.0709381103515625,1,"(-27.544755935668945, 1.0448033809661865, 641.7357177734375)","(0.5655155181884766, 0.4821760356426239, 0.48465490341186523)",1,"(0.530151903629303, 0.5323594808578491)","(13.381848335266113, 119.87979888916016, 37.77934646606445)",1,3.738357543945313,1,"(30.655967712402344, -2.9513046741485596, 638.3784790039062)","(0.43570855259895325, 0.4956236779689789, 0.4782419502735138)",1
