device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_validity
476952053,6414841750,"(-0.015519174747169018, 0.9614655375480652)","(-178.9583740234375, 39.93098068237305, 8.6802978515625)",1,4.06329345703125,1,"(-28.995962142944336, -0.7206389904022217, 642.1074829101562)","(0.5687395334243774, 0.48737451434135437, 0.4855245351791382)",1,"(-0.008865789510309696, 0.9488051533699036)","(-176.61314392089844, 42.28974533081055, 9.538918495178223)",1,3.626953125,1,"(29.10852813720703, -4.306948184967041, 638.9039916992188)","(0.439254492521286, 0.49961578845977783, 0.4791624844074249)",1
476968708,6414858406,"(-0.010972871445119381, 0.9605681300163269)","(-177.3558807373047, 40.09816360473633, 8.741191864013672)",1,4.071441650390625,1,"(-29.01772689819336, -0.7408323884010315, 641.7879028320312)","(0.5688204169273376, 0.4874345064163208, 0.4848880469799042)",1,"(-0.006141842342913151, 0.9569455981254578)","(-175.65301513671875, 40.77309036254883, 8.986846923828125)",1,3.6235504150390634,1,"(29.066787719726562, -4.329124450683594, 638.5870971679688)","(0.439316064119339, 0.4996875822544098, 0.47852587699890137)",1
476985362,6414875060,"(-0.014237386174499989, 0.9589824080467224)","(-178.50656127929688, 40.393592834472656, 8.848731994628906)",1,4.0713653564453125,1,"(-29.026382446289062, -0.7517630457878113, 641.61328125)","(0.5688574314117432, 0.48746711015701294, 0.4845399260520935)",1,"(-0.010322335176169872, 0.9583911895751953)","(-177.12655639648438, 40.503761291503906, 8.888812065124512)",1,3.6281890869140634,1,"(29.045936584472656, -4.339444637298584, 638.4135131835938)","(0.4393453299999237, 0.49972155690193176, 0.47817736864089966)",1
477002017,6414891715,"(-0.016323279589414597, 0.9591907858848572)","(-179.24179077148438, 40.35477828979492, 8.834598541259766)",1,4.0706787109375,1,"(-29.0445613861084, -0.7402821779251099, 641.4009399414062)","(0.5689190626144409, 0.4874330461025238, 0.4841172993183136)",1,"(-0.012264950200915337, 0.9527871608734131)","(-177.81129455566406, 41.547855377197266, 9.26884651184082)",1,3.625320434570313,1,"(29.015098571777344, -4.326641082763672, 638.203125)","(0.43939271569252014, 0.4996870458126068, 0.47775402665138245)",1
477018672,6414908370,"(-0.016261862590909004, 0.9614026546478271)","(-179.22015380859375, 39.94268035888672, 8.684616088867188)",1,4.074005126953125,1,"(-29.052791595458984, -0.7089381814002991, 641.070068359375)","(0.5689702033996582, 0.4873404800891876, 0.48345690965652466)",1,"(-0.00960669107735157, 0.9410181641578674)","(-176.87432861328125, 43.74060821533203, 10.066946983337402)",1,3.6236724853515625,1,"(28.986923217773438, -4.300868511199951, 637.8731689453125)","(0.43942171335220337, 0.4996163845062256, 0.477091908454895)",1
477035326,6414925023,"(-0.020201312378048897, 0.9684926867485046)","(-180.60874938964844, 38.6217155456543, 8.203827857971191)",1,4.076080322265625,1,"(-29.027645111083984, -0.6707277297973633, 640.9912719726562)","(0.5689213871955872, 0.48722782731056213, 0.48329710960388184)",1,"(-0.004860296379774809, 0.9388723373413086)","(-175.2012939453125, 44.140411376953125, 10.212454795837402)",1,3.629730224609375,1,"(29.006561279296875, -4.269418239593506, 637.7919921875)","(0.4393687844276428, 0.4995247423648834, 0.47693103551864624)",1
477051981,6414941679,"(-0.019730644300580025, 0.9645432829856873)","(-180.44285583496094, 39.35753631591797, 8.471639633178711)",1,4.0787506103515625,1,"(-29.00924301147461, -0.6049398183822632, 640.9556274414062)","(0.5688827633857727, 0.4870329797267914, 0.48322412371635437)",1,"(-0.0013298940612003207, 0.950843334197998)","(-173.95687866210938, 41.91006088256836, 9.400662422180176)",1,3.627349853515625,1,"(29.01770782470703, -4.196068286895752, 637.7549438476562)","(0.4393385052680969, 0.4993067681789398, 0.47685706615448)",1
477068636,6414958334,"(-0.013551373034715652, 0.9571352601051331)","(-178.26475524902344, 40.73775863647461, 8.973986625671387)",1,4.086517333984375,1,"(-29.023632049560547, -0.5664713978767395, 640.689697265625)","(0.5689409375190735, 0.48691868782043457, 0.48269397020339966)",1,"(0.005791131407022476, 0.9508598446846008)","(-171.4468231201172, 41.90696334838867, 9.399481773376465)",1,3.624435424804688,1,"(28.981002807617188, -4.14923620223999, 637.4907836914062)","(0.4393928349018097, 0.4991713762283325, 0.47632545232772827)",1
477085290,6414974988,"(-0.012814571149647236, 0.9503114223480225)","(-178.00503540039062, 42.009151458740234, 9.436715126037598)",1,4.0872955322265625,1,"(-29.04264259338379, -0.6089256405830383, 640.7489013671875)","(0.5689781308174133, 0.48704424500465393, 0.48281407356262207)",1,"(0.008637044578790665, 0.9502338171005249)","(-170.4436798095703, 42.02360916137695, 9.441960334777832)",1,3.627532958984375,1,"(28.968849182128906, -4.183009624481201, 637.5515747070312)","(0.439426988363266, 0.4992707073688507, 0.4764461815357208)",1
477101945,6414991643,"(-0.015073630958795547, 0.9524677395820618)","(-178.80133056640625, 41.60740280151367, 9.290502548217773)",1,4.103073120117188,1,"(-29.089662551879883, -0.6736281514167786, 640.5162353515625)","(0.5691075921058655, 0.4872356951236725, 0.4823536276817322)",1,"(0.003262745449319482, 0.9419398903846741)","(-172.3380584716797, 43.568885803222656, 10.004438400268555)",1,3.642745971679688,1,"(28.90668487548828, -4.238773345947266, 637.3238525390625)","(0.4395444095134735, 0.49944043159484863, 0.4759863317012787)",1
477118600,6415008298,"(-0.012839829549193382, 0.9597168564796448)","(-178.01394653320312, 40.25676345825195, 8.798943519592285)",1,4.103683471679688,1,"(-29.14698028564453, -0.7539404034614563, 640.4751586914062)","(0.5692410469055176, 0.4874729812145233, 0.482276976108551)",1,"(0.005203764885663986, 0.9357998967170715)","(-171.6538848876953, 44.712886810302734, 10.420799255371094)",1,3.64532470703125,1,"(28.849090576171875, -4.317039966583252, 637.2883911132812)","(0.4396715462207794, 0.4996735453605652, 0.4759112596511841)",1
477135255,6415024953,"(-0.009949847124516964, 0.956139087677002)","(-176.99526977539062, 40.92335891723633, 9.041559219360352)",1,4.111785888671875,1,"(-29.13679313659668, -0.7895394563674927, 640.8648681640625)","(0.5691794753074646, 0.4875781238079071, 0.4830546975135803)",1,"(0.0026134962681680918, 0.9396318793296814)","(-172.56690979003906, 43.998924255371094, 10.16096305847168)",1,3.641845703125,1,"(28.896484375, -4.348495006561279, 637.6754760742188)","(0.4396052360534668, 0.4997604489326477, 0.47668933868408203)",1
477151909,6415041608,"(-0.008756855502724648, 0.9508666396141052)","(-176.5747833251953, 41.90571594238281, 9.399079322814941)",1,4.1270599365234375,1,"(-29.145748138427734, -0.7643845677375793, 640.9337158203125)","(0.5691919922828674, 0.4875029921531677, 0.48319298028945923)",1,"(0.004885189700871706, 0.9358474016189575)","(-171.76617431640625, 44.704002380371094, 10.417607307434082)",1,3.6533355712890634,1,"(28.893714904785156, -4.319557189941406, 637.7446899414062)","(0.4396178722381592, 0.49967247247695923, 0.4768270254135132)",1
477168564,6415058262,"(-0.006150345783680677, 0.9538241624832153)","(-175.65602111816406, 41.35469436645508, 9.198486328125)",1,4.140594482421875,1,"(-29.139421463012695, -0.6979833245277405, 641.09228515625)","(0.5691605806350708, 0.487305611371994, 0.4835091531276703)",1,"(0.00891195796430111, 0.9312566518783569)","(-170.3468017578125, 45.559322357177734, 10.728920936584473)",1,3.66436767578125,1,"(28.912532806396484, -4.253074645996094, 637.9019165039062)","(0.4395902752876282, 0.49947109818458557, 0.47714197635650635)",1
477185219,6415074917,"(-0.005237399134784937, 0.9626656174659729)","(-175.334228515625, 39.70741271972656, 8.598934173583984)",1,4.14447021484375,1,"(-29.152973175048828, -0.6171804666519165, 641.3541259765625)","(0.5691627264022827, 0.48706483840942383, 0.4840333163738251)",1,"(0.006962613668292761, 0.9432133436203003)","(-171.03392028808594, 43.331626892089844, 9.91808795928955)",1,3.6663970947265625,1,"(28.919368743896484, -4.168302059173584, 638.163818359375)","(0.4395996928215027, 0.49921277165412903, 0.47766467928886414)",1
477201873,6415091571,"(-0.0018508922075852752, 0.9633219838142395)","(-174.1405487060547, 39.58510971069336, 8.554403305053711)",1,4.154266357421875,1,"(-29.195846557617188, -0.5975112915039062, 641.2853393554688)","(0.5692647695541382, 0.48700544238090515, 0.4838997721672058)",1,"(0.011974044144153595, 0.9513940811157227)","(-169.26747131347656, 41.80744934082031, 9.363309860229492)",1,3.676712036132813,1,"(28.87281036376953, -4.144967555999756, 638.0988159179688)","(0.43969687819480896, 0.49914321303367615, 0.47753027081489563)",1
477218528,6415108227,"(-0.0013571542222052813, 0.9580471515655518)","(-173.96649169921875, 40.567874908447266, 8.912104606628418)",1,4.1662139892578125,1,"(-29.219497680664062, -0.6049467921257019, 641.1111450195312)","(0.5693352222442627, 0.4870271682739258, 0.483553946018219)",1,"(0.007204541936516762, 0.9426525235176086)","(-170.9486541748047, 43.43613052368164, 9.95612907409668)",1,3.67626953125,1,"(28.84223175048828, -4.150671005249023, 637.9266357421875)","(0.43974804878234863, 0.4991629719734192, 0.47718358039855957)",1
477235183,6415124882,"(-0.0017259600572288036, 0.9637128114700317)","(-174.09649658203125, 39.51228332519531, 8.527904510498047)",1,4.1771392822265625,1,"(-29.23757553100586, -0.6212763786315918, 640.9434814453125)","(0.5693928003311157, 0.48707544803619385, 0.48322057723999023)",1,"(0.00516357459127903, 0.9458385109901428)","(-171.66802978515625, 42.842491149902344, 9.740058898925781)",1,3.686691284179688,1,"(28.811172485351562, -4.164077281951904, 637.7611694335938)","(0.4398011565208435, 0.4992055892944336, 0.4768504500389099)",1
477251837,6415141536,"(-0.005315204616636038, 0.9657370448112488)","(-175.36166381835938, 39.13515090942383, 8.390653610229492)",1,4.170196533203125,1,"(-29.258302688598633, -0.6622693538665771, 640.7613525390625)","(0.5694583058357239, 0.48719704151153564, 0.4828587770462036)",1,"(0.012147277593612671, 0.94631427526474)","(-169.20640563964844, 42.7538948059082, 9.707771301269531)",1,3.686737060546875,1,"(28.773765563964844, -4.20229959487915, 637.5819091796875)","(0.43986770510673523, 0.4993225038051605, 0.4764893651008606)",1
477268492,6415158191,"(-0.004805717151612043, 0.9515389800071716)","(-175.18206787109375, 41.78045654296875, 9.353487014770508)",1,4.179473876953125,1,"(-29.265405654907227, -0.6984201073646545, 640.6466674804688)","(0.5694864392280579, 0.4873044788837433, 0.48263025283813477)",1,"(0.007550657261162996, 0.9441184401512146)","(-170.8266143798828, 43.16299819946289, 9.856640815734863)",1,3.68475341796875,1,"(28.760711669921875, -4.234045028686523, 637.4682006835938)","(0.4398861229419708, 0.49941936135292053, 0.4762614667415619)",1
477285147,6415174845,"(-0.002283833222463727, 0.9470899105072021)","(-174.29315185546875, 42.609378814697266, 9.655191421508789)",1,4.1765899658203125,1,"(-29.30046844482422, -0.7116419076919556, 640.8510131835938)","(0.5695440173149109, 0.48734238743782043, 0.4830417335033417)",1,"(0.0057156383991241455, 0.9445560574531555)","(-171.4734344482422, 43.081451416015625, 9.826967239379883)",1,3.681182861328125,1,"(28.742786407470703, -4.2464213371276855, 637.6749877929688)","(0.4399474263191223, 0.49945148825645447, 0.47667309641838074)",1
477301801,6415191500,"(-0.0006356410449370742, 0.9516795873641968)","(-173.71217346191406, 41.754249572753906, 9.343972206115723)",1,4.183013916015625,1,"(-29.345840454101562, -0.6921247839927673, 640.88330078125)","(0.5696414113044739, 0.4872831404209137, 0.48311033844947815)",1,"(0.008429805748164654, 0.9399725794792175)","(-170.5167694091797, 43.935447692871094, 10.137797355651855)",1,3.689254760742188,1,"(28.703636169433594, -4.2240166664123535, 637.7108764648438)","(0.4400382936000824, 0.49938276410102844, 0.4767409563064575)",1
477318456,6415208155,"(-0.013382530771195889, 0.9387157559394836)","(-178.2052459716797, 44.16960144042969, 10.223073959350586)",1,4.185546875,1,"(-29.43263053894043, -0.5869887471199036, 641.4970092773438)","(0.5697700381278992, 0.48696765303611755, 0.4843442440032959)",1,"(-0.0011575882090255618, 0.9137634634971619)","(-173.89614868164062, 48.818572998046875, 11.915142059326172)",1,3.7064208984375,1,"(28.670677185058594, -4.114704132080078, 638.3296508789062)","(0.440172016620636, 0.4990427792072296, 0.4779728949069977)",1
477335111,6415224810,"(-0.04539552330970764, 0.8694865107536316)","(-189.48931884765625, 57.06803894042969, 14.917739868164062)",1,4.185760498046875,1,"(-29.50216293334961, -0.47870880365371704, 641.963623046875)","(0.5698750019073486, 0.4866439700126648, 0.4852825999259949)",1,"(-0.0156419575214386, 0.8287909626960754)","(-179.00164794921875, 64.65020751953125, 17.67741584777832)",1,3.723220825195313,1,"(28.62966537475586, -3.998159885406494, 638.801513671875)","(0.44030866026878357, 0.4986845850944519, 0.47891053557395935)",1
477351765,6415241464,"(-0.0392000749707222, 0.8591523766517639)","(-187.3054962158203, 58.993412017822266, 15.618526458740234)",1,4.1851959228515625,1,"(-29.528430938720703, -0.4379695951938629, 641.5029907226562)","(0.569979727268219, 0.4865228533744812, 0.48436474800109863)",1,"(-0.015375232324004173, 0.8268002867698669)","(-178.9076385498047, 65.0210952758789, 17.812406539916992)",1,3.7133941650390634,1,"(28.556068420410156, -3.9473698139190674, 638.345458984375)","(0.44042661786079407, 0.49854010343551636, 0.47799205780029297)",1
477368420,6415258119,"(-0.030449794605374336, 0.8666857481002808)","(-184.22116088867188, 57.58985900878906, 15.107636451721191)",1,4.199234008789063,1,"(-29.515865325927734, -0.46657633781433105, 641.3890991210938)","(0.5699639916419983, 0.4866081774234772, 0.48413610458374023)",1,"(-0.01431362610310316, 0.8308687806129456)","(-178.53341674804688, 64.26307678222656, 17.536489486694336)",1,3.71270751953125,1,"(28.557125091552734, -3.969058036804199, 638.23095703125)","(0.440413236618042, 0.4986071288585663, 0.47776368260383606)",1
477385075,6415274774,"(-0.031289368867874146, 0.8678370118141174)","(-184.51710510253906, 57.3753776550293, 15.029558181762695)",1,4.203536987304688,1,"(-29.539785385131836, -0.4959719479084015, 641.43115234375)","(0.5700134634971619, 0.4866947829723358, 0.484222412109375)",1,"(-0.017419755458831787, 0.8296515345573425)","(-179.62826538085938, 64.48988342285156, 17.6190185546875)",1,3.7131500244140634,1,"(28.540760040283203, -3.990793466567993, 638.27490234375)","(0.44045475125312805, 0.49867066740989685, 0.4778503477573395)",1
477401730,6415291429,"(-0.02672657184302807, 0.8606988787651062)","(-182.9088134765625, 58.70531463623047, 15.513616561889648)",1,4.209762573242188,1,"(-29.558338165283203, -0.535345196723938, 641.4326782226562)","(0.5700553059577942, 0.4868111312389374, 0.48422718048095703)",1,"(-0.01621113158762455, 0.8442437052726746)","(-179.2022705078125, 61.771141052246094, 16.62948989868164)",1,3.7214202880859375,1,"(28.525115966796875, -4.019073009490967, 638.278076171875)","(0.4404906630516052, 0.4987545907497406, 0.4778555929660797)",1
477418384,6415308083,"(-0.02682327851653099, 0.8616927862167358)","(-182.94288635253906, 58.520103454589844, 15.446206092834473)",1,4.214385986328125,1,"(-29.561397552490234, -0.6026922464370728, 641.1586303710938)","(0.5700915455818176, 0.4870113730430603, 0.48368003964424133)",1,"(-0.015896068885922432, 0.84485924243927)","(-179.09121704101562, 61.65645217895508, 16.587749481201172)",1,3.73175048828125,1,"(28.503982543945312, -4.07422399520874, 638.0050659179688)","(0.44051191210746765, 0.4989241063594818, 0.4773089587688446)",1
477435039,6415324738,"(-0.03188900277018547, 0.879315197467804)","(-184.7284698486328, 55.23678970336914, 14.251211166381836)",1,4.2205352783203125,1,"(-29.53131866455078, -0.6462428569793701, 641.1740112304688)","(0.5700238347053528, 0.4871414601802826, 0.48370814323425293)",1,"(-0.014973140321671963, 0.8368449211120605)","(-178.76589965820312, 63.14960479736328, 17.13126564025879)",1,3.75103759765625,1,"(28.53665542602539, -4.116765022277832, 638.0176391601562)","(0.4404408931732178, 0.4990517199039459, 0.4773375391960144)",1
477451694,6415341393,"(-0.03073987178504467, 0.880535900592804)","(-184.32342529296875, 55.00935745239258, 14.168423652648926)",1,4.2294921875,1,"(-29.50591278076172, -0.6731648445129395, 641.0516357421875)","(0.569980263710022, 0.4872223138809204, 0.48346129059791565)",1,"(-0.011067043989896774, 0.8327102065086365)","(-177.38906860351562, 63.91998291015625, 17.41164779663086)",1,3.7449951171875,1,"(28.55438232421875, -4.146502494812012, 637.893310546875)","(0.44038936495780945, 0.4991435408592224, 0.47709107398986816)",1
477468348,6415358048,"(-0.02962302975356579, 0.8773151636123657)","(-183.9297332763672, 55.60945510864258, 14.386783599853516)",1,4.229171752929688,1,"(-29.45810317993164, -0.671219527721405, 641.2335205078125)","(0.5698552131652832, 0.48721742630004883, 0.4838203191757202)",1,"(-0.01586994342505932, 0.830612301826477)","(-179.08201599121094, 64.31088256835938, 17.553852081298828)",1,3.74627685546875,1,"(28.621688842773438, -4.145363807678223, 638.0697021484375)","(0.4402562975883484, 0.4991382956504822, 0.4774494767189026)",1
477485003,6415374703,"(-0.02704358659684658, 0.8808320760726929)","(-183.0205535888672, 54.9542121887207, 14.148296356201172)",1,4.233306884765625,1,"(-29.412708282470703, -0.6663337349891663, 641.4088745117188)","(0.569736123085022, 0.48720380663871765, 0.4841665029525757)",1,"(-0.018727732822299004, 0.8320492506027222)","(-180.08934020996094, 64.04315948486328, 17.456405639648438)",1,3.7618255615234375,1,"(28.688255310058594, -4.143033504486084, 638.2395629882812)","(0.4401242434978485, 0.49912962317466736, 0.47779491543769836)",1
477501658,6415391358,"(-0.02776237204670906, 0.884648859500885)","(-183.27391052246094, 54.2430534362793, 13.889519691467285)",1,4.2448577880859375,1,"(-29.412797927856445, -0.6567010283470154, 641.3001708984375)","(0.569747269153595, 0.4871754050254822, 0.48394933342933655)",1,"(-0.014897453598678112, 0.832809567451477)","(-178.73924255371094, 63.901519775390625, 17.404884338378906)",1,3.7761383056640634,1,"(28.679725646972656, -4.1374664306640625, 638.1311645507812)","(0.4401323199272156, 0.499114990234375, 0.4775773882865906)",1
477518312,6415408012,"(-0.02822817489504814, 0.8827347159385681)","(-183.43809509277344, 54.59968185424805, 14.019338607788086)",1,4.252685546875,1,"(-29.392822265625, -0.6632936000823975, 641.2438354492188)","(0.5697087049484253, 0.48719561100006104, 0.4838349521160126)",1,"(-0.007121838629245758, 0.8340558409690857)","(-175.99847412109375, 63.66930389404297, 17.32039451599121)",1,3.783493041992188,1,"(28.693119049072266, -4.144895076751709, 638.0734252929688)","(0.4400966763496399, 0.4991387128829956, 0.47746336460113525)",1
477534967,6415424667,"(-0.027330931276082993, 0.8750056028366089)","(-183.12184143066406, 56.03974533081055, 14.543450355529785)",1,4.2633819580078125,1,"(-29.369789123535156, -0.6873968839645386, 641.27490234375)","(0.5696547031402588, 0.48726770281791687, 0.48389488458633423)",1,"(-0.00378295942209661, 0.8417600989341736)","(-174.821533203125, 62.23388671875, 16.79789161682129)",1,3.791961669921875,1,"(28.719730377197266, -4.167577743530273, 638.102294921875)","(0.4400404989719391, 0.49920654296875, 0.47752368450164795)",1
477551622,6415441322,"(-0.027429573237895966, 0.8706392645835876)","(-183.15660095214844, 56.853271484375, 14.83955192565918)",1,4.2596588134765625,1,"(-29.35391616821289, -0.7175293564796448, 641.4069213867188)","(0.5696064233779907, 0.48735731840133667, 0.48415735363960266)",1,"(-0.010068998672068119, 0.8513368964195251)","(-177.03726196289062, 60.449588775634766, 16.148441314697266)",1,3.786300659179688,1,"(28.74964141845703, -4.194281578063965, 638.2322387695312)","(0.4399871230125427, 0.4992843568325043, 0.4777863621711731)",1
477568276,6415457976,"(-0.06503792852163315, 0.7339590787887573)","(-196.41293334960938, 82.31879425048828, 24.108264923095703)",1,4.30242919921875,1,"(-29.46416473388672, -0.59446120262146, 640.5165405273438)","(0.5699406862258911, 0.48699048161506653, 0.48238831758499146)",1,"(-0.030322089791297913, 0.702077329158783)","(-184.1761474609375, 88.25885009765625, 26.270231246948242)",1,3.8157958984375,1,"(28.566429138183594, -4.068752288818359, 637.3543090820312)","(0.4403066635131836, 0.4989226162433624, 0.47601428627967834)",1
477584931,6415474631,"(-0.07886858284473419, 0.6864877343177795)","(-201.2880096435547, 91.16340637207031, 27.32744026184082)",1,4.295562744140625,1,"(-29.522523880004883, -0.0818127989768982, 639.9177856445312)","(0.5701225996017456, 0.4854647219181061, 0.48119691014289856)",1,"(-0.03333187475800514, 0.64754319190979)","(-185.23704528808594, 98.41935729980469, 29.968360900878906)",1,3.813766479492188,1,"(28.424388885498047, -3.5739567279815674, 636.7636108398438)","(0.4405556321144104, 0.4974508583545685, 0.4748154282569885)",1
477601586,6415491286,"(-0.026918349787592888, 0.11432197690010071)","(-182.97640991210938, 197.7664337158203, 66.1277084350586)",1,4.3043365478515625,1,"(-29.417741775512695, 0.2746298611164093, 640.4842529296875)","(0.5698240995407104, 0.484408438205719, 0.48231908679008484)",1,"(0.0003975692670792341, 0.08437187969684601)","(-173.34799194335938, 203.34657287597656, 68.15869140625)",1,3.827957153320313,1,"(28.50503158569336, -3.237851858139038, 637.3236694335938)","(0.4404236674308777, 0.49643850326538086, 0.47593799233436584)",1
477618240,6415507940,"(-0.023314272984862328, 0.1058943122625351)","(-181.70603942871094, 199.33663940429688, 66.69921875)",1,4.335296630859375,1,"(-29.33963394165039, 0.3788548707962036, 640.3772583007812)","(0.5696589350700378, 0.4841003715991974, 0.4820982813835144)",1,"(0.0013885439839214087, 0.07694191485643387)","(-172.99868774414062, 204.7308807373047, 68.66255950927734)",1,3.8376312255859375,1,"(28.51125717163086, -3.1392009258270264, 637.2156982421875)","(0.44039681553840637, 0.4961455762386322, 0.47572192549705505)",1
477634895,6415524596,"(-0.004634659271687269, 0.07456338405609131)","(-175.12176513671875, 205.1740264892578, 68.82388305664062)",1,4.370132446289063,1,"(-29.316509246826172, 0.3893042504787445, 640.2175903320312)","(0.5696235299110413, 0.48406943678855896, 0.48177722096443176)",1,"(0.0007254487718455493, 0.050449859350919724)","(-173.23240661621094, 209.666748046875, 70.45912170410156)",1,3.87835693359375,1,"(28.49887466430664, -3.1365203857421875, 637.0567626953125)","(0.4404085874557495, 0.4961397647857666, 0.47540318965911865)",1
477651550,6415541251,"(-0.007186186499893665, 0.0606209896504879)","(-176.0211181640625, 207.7716827392578, 69.76936340332031)",1,4.3655548095703125,1,"(-29.311725616455078, 0.43871378898620605, 640.5620727539062)","(0.5695767998695374, 0.4839237332344055, 0.48246508836746216)",1,"(-0.000151016196468845, 0.04079977050423622)","(-173.54135131835938, 211.46469116210938, 71.113525390625)",1,3.889190673828125,1,"(28.519577026367188, -3.0963144302368164, 637.400634765625)","(0.4403957724571228, 0.49601471424102783, 0.47609180212020874)",1
477668205,6415557906,"(-0.00925302691757679, 0.046676408499479294)","(-176.74966430664062, 210.36978149414062, 70.71497344970703)",1,4.383697509765625,1,"(-29.35941505432129, 0.4601565897464752, 640.4154052734375)","(0.5696976184844971, 0.48385828733444214, 0.48217639327049255)",1,"(-0.001000954769551754, 0.02860354445874691)","(-173.8409423828125, 213.73703002929688, 71.94055938720703)",1,3.905914306640625,1,"(28.457035064697266, -3.072812795639038, 637.259033203125)","(0.44052132964134216, 0.4959450364112854, 0.4758029878139496)",1
477684859,6415574559,"(-0.006742406170815229, 0.054220788180828094)","(-175.86471557617188, 208.96417236328125, 70.203369140625)",1,4.3964691162109375,1,"(-29.42803192138672, 0.4809916913509369, 640.6205444335938)","(0.5698292255401611, 0.4837952256202698, 0.48259252309799194)",1,"(7.964608812471852e-05, 0.025816671550273895)","(-173.46005249023438, 214.25628662109375, 72.12954711914062)",1,3.905609130859375,1,"(28.418354034423828, -3.0448179244995117, 637.4683227539062)","(0.44062837958335876, 0.4958570897579193, 0.4762174189090729)",1
477701514,6415591215,"(-0.008568987250328064, 0.06426703929901123)","(-176.50856018066406, 207.0924072265625, 69.52210998535156)",1,4.4177093505859375,1,"(-29.494049072265625, 0.48650306463241577, 640.6124877929688)","(0.5699769854545593, 0.4837770462036133, 0.48258262872695923)",1,"(0.0005170675576664507, 0.03667793795466423)","(-173.3058624267578, 212.23263549804688, 71.39302825927734)",1,3.932861328125,1,"(28.360095977783203, -3.0295300483703613, 637.4653930664062)","(0.4407583177089691, 0.4958098828792572, 0.47620630264282227)",1
477718169,6415607870,"(-0.0100677739828825, 0.06044352427124977)","(-177.03684997558594, 207.80477905273438, 69.7813949584961)",1,4.414093017578125,1,"(-29.57315444946289, 0.4892304241657257, 640.6553344726562)","(0.5701488256454468, 0.483767032623291, 0.4826754033565521)",1,"(-0.0007236617966555059, 0.04280354827642441)","(-173.74319458007812, 211.09133911132812, 70.97763061523438)",1,3.9454498291015625,1,"(28.293426513671875, -3.010908365249634, 637.5143432617188)","(0.4409122169017792, 0.4957517385482788, 0.4762979745864868)",1
477734823,6415624524,"(-0.00696964655071497, 0.059741195291280746)","(-175.94480895996094, 207.9356231689453, 69.82902526855469)",1,4.439010620117188,1,"(-29.627229690551758, 0.4825516641139984, 640.67578125)","(0.5702673196792603, 0.4837855100631714, 0.4827212989330292)",1,"(0.0026731581892818213, 0.04139542952179909)","(-172.54586791992188, 211.35369873046875, 71.0730972290039)",1,3.973342895507813,1,"(28.250255584716797, -3.0016965866088867, 637.538818359375)","(0.4410112202167511, 0.4957227110862732, 0.4763428866863251)",1
477751478,6415641179,"(-0.004808935336768627, 0.05978112295269966)","(-175.18321228027344, 207.92819213867188, 69.82632446289062)",1,4.447769165039063,1,"(-29.715288162231445, 0.5226134061813354, 640.8531494140625)","(0.5704444050788879, 0.48366478085517883, 0.4830838739871979)",1,"(0.005778949242085218, 0.03757001459598541)","(-171.4511260986328, 212.06643676757812, 71.3324966430664)",1,3.98028564453125,1,"(28.187469482421875, -2.949968099594116, 637.722412109375)","(0.44116902351379395, 0.49556371569633484, 0.4767037332057953)",1
477768133,6415657834,"(-0.0057204123586416245, 0.07314614206552505)","(-175.50448608398438, 205.43809509277344, 68.91999816894531)",1,4.460662841796875,1,"(-29.79819107055664, 0.5758623480796814, 640.79296875)","(0.5706343054771423, 0.48350414633750916, 0.4829714298248291)",1,"(0.006458560936152935, 0.040168676525354385)","(-171.21156311035156, 211.58226013183594, 71.15631866455078)",1,3.98931884765625,1,"(28.10834503173828, -2.882472515106201, 637.6687622070312)","(0.44133955240249634, 0.4953608214855194, 0.47658899426460266)",1
477784787,6415674489,"(-0.00890395324677229, 0.07328246533870697)","(-176.62661743164062, 205.41268920898438, 68.9107437133789)",1,4.464370727539063,1,"(-29.893970489501953, 0.6345910429954529, 640.696533203125)","(0.5708565711975098, 0.4833267331123352, 0.4827878475189209)",1,"(0.00689613725990057, 0.04305831342935562)","(-171.0573272705078, 211.04388427734375, 70.96035766601562)",1,4.006561279296875,1,"(28.011009216308594, -2.805140256881714, 637.580322265625)","(0.44154733419418335, 0.49512848258018494, 0.47640296816825867)",1
477801442,6415691143,"(-0.008638440631330013, 0.07006414234638214)","(-176.5330352783203, 206.01231384277344, 69.12896728515625)",1,4.4791412353515625,1,"(-29.964229583740234, 0.6652573347091675, 640.5088500976562)","(0.5710321068763733, 0.48323294520378113, 0.4824194312095642)",1,"(0.004476381000131369, 0.027961043640971184)","(-171.91026306152344, 213.85675048828125, 71.98412322998047)",1,4.0111083984375,1,"(27.932373046875, -2.7585504055023193, 637.398681640625)","(0.44170477986335754, 0.4949897825717926, 0.4760328233242035)",1
